poi_name,category,source_keyword,address,distance,lat,lng,telephone,pet_friendly_status,confidence_level,evidence_source,evidence_text,suitable_pet_size,space_type,crowd_level,pet_stress_level,risk_note,transaction_action,route_role
南京思宸知识产权代理事务所(特殊普通合伙),公司企业,新街口 绿地,南京市栖霞区马群街道石狮路12号绿地云都会2栋908室,555,32.046485,118.784444,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
丹德齿科(绿地中心紫峰购物广场),医疗;诊所,新街口 绿地,江苏省南京市鼓楼区中山北路6号绿地中心·紫峰购物广场F4,2917,32.067274,118.789912,"(025)58801888,(025)66070000,4000259968",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
奈雪的茶(紫峰广场店),美食;其他,新街口 绿地,中山北路6号绿地紫峰广场1F-A03号铺位1号门口,2848,32.066763,118.789129,13925245308,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
绿地紫金中心-地上停车场,交通设施;停车场,新街口 绿地,江苏省南京市鼓楼区湖南路街道丁家桥2号(灯光隧道旁),3880,32.076398,118.783711,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
逸海精品超市(绿地中心·紫峰购物广场店),购物;超市,新街口 绿地,北京西路6号(鼓楼地铁站6号口步行340米),2654,32.065343,118.785591,18951683970,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京大学逸夫馆,绿地;高尔夫球场,新街口 绿地,汉口路22号南京大学,2344,32.062587,118.784274,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
绿地控股,公司企业,新街口 绿地,南京市鼓楼区马台街湖北路87-89小区北侧约80米,3818,32.075817,118.782645,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
中江国际-北门,出入口;门,新街口 绿地,江苏省南京市鼓楼区北京西路5附近,2626,32.06506,118.786072,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
紫金信托有限责任公司,金融;投资理财,新街口 绿地,江苏省南京市鼓楼区中山北路2号,2864,32.066841,118.789594,(025)66775858,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
紫峰大厦观光层,休闲娱乐,新街口 绿地,江苏省南京市鼓楼区中山北路2号绿地中心·紫峰大厦72楼,2875,32.066918,118.789719,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
绿地中心紫峰购物广场-接送点,交通设施;接送点,新街口 绿地,绿地中心·紫峰购物广场附近,2898,32.067297,118.788528,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
环亚广场(新街口店),购物;购物中心,新街口 广场,石鼓路33号,551,32.04487,118.788386,(025)84203888,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
和颐至尚酒店(南京新街口广场店)地上停车场-出口,出入口;停车场出入口,新街口 广场,南京市秦淮区丰富路140号,444,32.043339,118.788288,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
苏宁生活广场(新街口店)-地下停车场,交通设施;停车场,新街口 广场,南京市秦淮区龙淮海路68号苏宁生活广场B4,865,32.04327,118.793047,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
清沐精选酒店(南京新街口金鹰国际广场店),酒店,新街口 广场,石鼓路107号华威大厦9楼,591,32.046817,118.784177,(025)69077877,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
和颐至尚酒店(南京新街口广场店)-地上停车场,交通设施;停车场,新街口 广场,南京市秦淮区丰富路140号,462,32.043262,118.788549,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
苏宁生活广场(新街口店)地下停车场-入口,出入口;停车场出入口,新街口 广场,南京市秦淮区龙淮海路68号苏宁生活广场B4,831,32.04317,118.792702,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京商茂国际酒店(新街口德基广场店),酒店,新街口 广场,中山南路49号商茂世纪广场43楼,819,32.04582,118.79114,"(025)86898900,(025)86898989",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
环亚广场(新街口店)-地下停车场,交通设施;停车场,新街口 广场,南京市秦淮区石鼓路33号,551,32.044854,118.788417,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
朝林果汁(环亚广场新街口店),购物;商铺,新街口 广场,石鼓路15号102室,545,32.044381,118.788783,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
福奈特洗衣·洗鞋·奢侈品护理(新街口金鹰国际广场店),生活服务;洗衣店,新街口 广场,汉中路89号金鹰国际购物中心新街口店A座负1层,714,32.047865,118.785152,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
环亚广场(新街口店)-东北门,出入口;门,新街口 广场,南京市秦淮区石鼓路33号,564,32.04496,118.788482,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
如家精选酒店(南京新街口地铁站德基广场店),酒店,新街口 广场,新街口管家桥59号,1043,32.050073,118.788594,(025)51807222,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
水火陶艺手作坊(新街口友谊广场店),休闲娱乐;其他,新街口 广场,汉中路27号友谊广场三楼（从旅见酒店大堂进上直梯三楼）,802,32.047748,118.788365,19844563140,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京新街口书香世家酒店(德基广场店),酒店,新街口 广场,管家桥65号新华大厦内,1135,32.050686,118.789357,(025)69091888,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
环亚广场(新街口店)地下停车场-入口,出入口;停车场出入口,新街口 广场,南京市秦淮区石鼓路33号,557,32.045113,118.788209,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
森峪电子烟(环亚广场新街口店),购物;商铺,新街口 广场,石鼓路33号环亚广场新街口店F1层,566,32.044948,118.788521,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京德基广场一期,购物;购物中心,新街口 广场,中山路18号(新街口地铁站7号口旁),1109,32.049331,118.791398,4008289598,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
格耐国际美容·途博汽车养护中心(新街口苏宁生活广场店),汽车服务;汽车美容,新街口 广场,淮海路88号苏宁生活广场负二层319320车位,863,32.043528,118.792941,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
文润酒店(南京新街口德基广场店),酒店,新街口 广场,新街口华侨路33号 (房产局隔壁),1235,32.052246,118.787415,(025)84714899,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
和光·ALIENSPACE外星人电竞酒店(南京新街口德基广场店),酒店;其他,新街口 广场,华侨路81-5号,1238,32.052637,118.78401,15335196197,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
德基广场-二期,购物;购物中心,新街口 广场,江苏省南京市玄武区中山路18号,1236,32.050868,118.791176,(025)84788888,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
德基广场,购物;购物中心,新街口 广场,南京市玄武区新街口街道长江路社区中山路18号,1210,32.050325,118.791624,4008289598,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
德龙咖啡机(苏宁生活广场新街口店),购物;家电数码,新街口 广场,南京市秦淮区淮海路苏宁易购二楼,888,32.043323,118.793277,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
新街口悦荟(原万达)广场献血屋,医疗,新街口 广场,南京市秦淮区洪武路新街口悦荟(原万达)广场,950,32.044102,118.793705,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京中山大厦(新街口德基广场店)-停车场,交通设施;停车场,新街口 广场,南京市玄武区珠江路4号,1789,32.056239,118.791723,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
老板(新街口苏宁生活广场店),购物;家居建材,新街口 广场,淮海路68号苏宁生活广场1楼苏宁易购(南京新街口店)F5,850,32.04329,118.792873,(025)95105855,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
九牧王男装(新街口金鹰国际广场店),购物;商铺,新街口 广场,汉中路89号金鹰新街口店A座6楼6013,765,32.047922,118.787014,(025)83130572,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
温莎KTV·24K(新街口店),休闲娱乐;ktv,新街口 广场,江苏省南京市秦淮区中山南路49号商茂世纪广场3层3001室,827,32.046171,118.790934,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
苏宁生活广场(新街口店)-东门,出入口;门,新街口 广场,南京市秦淮区龙淮海路68号苏宁生活广场F1,907,32.043328,118.793484,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
斯亚·置地广场,房地产;写字楼,新街口 广场,南京市玄武区洪武北路55号,1330,32.049825,118.794235,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
妖无二·和牛烧烤自助(新街口店),美食;其他,新街口 广场,淮海路88号苏宁生活广场6楼,863,32.043252,118.793025,18061459858,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鼓楼·荔枝广场,购物;购物中心,新街口 广场,南京市玄武区北京东路4号,2598,32.063778,118.792423,(025)87722056,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
苏宁生活广场(新街口店)-北门,出入口;门,新街口 广场,南京市秦淮区龙淮海路68号苏宁生活广场F1,866,32.043437,118.793008,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京凯润5号酒店公寓(新街口德基广场店),酒店;公寓式酒店,新街口 广场,"中山路132号凯润金城5栋, 接待处在北大堂6楼606房间",1566,32.054283,118.791098,"(025)81515122,13675134588,15895876656",待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
苏宁生活广场(新街口店)-东1门,出入口;门,新街口 广场,南京市秦淮区淮海路68号苏宁易购F1,899,32.04335,118.793392,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
南京中山大厦(新街口德基广场店)停车场-出入口,出入口;停车场出入口,新街口 广场,南京市玄武区珠江路2、4号,1789,32.056252,118.791685,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
华利广场,购物;其他,新街口 广场,珠江路67号,1911,32.05685,118.793233,15062229998,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
越时空通信广场,购物;家电数码,新街口 广场,丹凤街(近木马公寓),2081,32.058209,118.794048,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
都市馨家民宿(新街口步行街店),酒店;民宿,新街口 步行街,江苏省南京市秦淮区石鼓路36号,635,32.045668,118.788707,17705173679,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
新街口步行街/正洪街(路口),道路;路口,新街口 步行街,南京市秦淮区新街口步行街,890,32.046043,118.79188,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
如家商旅酒店(南京新街口地铁站洪武路步行街店),酒店,新街口 步行街,洪武路50号7楼,977,32.045089,118.793562,(025)57058899,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
水之惠鲜鱼料理(王府大街店),美食;外国餐厅,新街口 步行街,王府大街18号（地铁1/2号线新街口站20号出口步行350m）,499,32.045638,118.786165,(025)84217517,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
中央商场(新街口商业步行区店)-地下停车场,交通设施;停车场,新街口 步行街,南京市秦淮区正洪街61号,828,32.044853,118.791947,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
如家商旅酒店(南京新街口地铁站店),酒店,新街口 步行街,新街口羊皮巷24号,713,32.043245,118.791389,(025)85899922,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
中央商场(新街口商业步行区店)-洗手间,生活服务;公共厕所,新街口 步行街,南京市秦淮区中山南路79号(近正洪街),734,32.044513,118.791034,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
报喜鸟(中央商场店),购物;商铺,新街口 步行街,中山南路79号(近正洪街)中央商场F4层,764,32.044501,118.791393,"(025)52626581,(025)84718288",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
Bata(中央商务楼店),购物;商铺,新街口 步行街,中山南路79号中央商场2楼,861,32.04556,118.791882,(025)84722430,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
新街口商业步行区/正洪街(路口),道路;路口,新街口 步行街,南京市秦淮区正洪街,890,32.046043,118.79188,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
中央商务楼,房地产;写字楼,新街口 步行街,江苏省南京市秦淮区正洪街61号(新街口地铁站12号口步行220米),915,32.04574,118.792428,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
肯定·观美酒店(南京新街口金融中心中央商场店),酒店,新街口 步行街,中山东路56号,1133,32.047123,118.794125,"(025)84709618,15850718236",待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
人社社保就业服务窗口(秦淮区五老村街道新街口商业街社区),政府机构,新街口 步行街,游府西街45-1号,1303,32.044308,118.79753,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,商业街区,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
大如意彩票专营店(石鼓路店),生活服务;彩票销售点,新街口 步行街,石鼓路71-4号(新街口地铁站21号口步行390米),535,32.046058,118.78592,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
SHISEIDO资生堂(中央商场店),购物;商铺,新街口 步行街,中山南路79号(近正洪街)中央商场(新街口店)F1中央商场F7层,783,32.04477,118.791461,4008216076,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
羲和商业广场,购物;其他,新街口 步行街,中山路286号(珠江路地铁站3号口步行440米),2292,32.061023,118.791922,,待确认,低,百度地图 Place API + 轻量关键词规则,开放空间或街区类 POI，需人工确认携宠规则,小型犬/中型犬,开放空间,中,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,散步/休息节点
同仁电讯,购物;家电数码,新街口 步行街,鱼市街57号(珠江路地铁站4号口步行350米),1984,32.057529,118.793356,(025)57715935,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
MONTAGUT梦特娇(新街口商业步行区中央商场店),购物;商铺,新街口 步行街,中山南路79号（近正洪街)中央商场F2层,860,32.045221,118.79211,(025)52336585,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
静听石语(新街口商业步行区中央商场店),购物;商铺,新街口 步行街,中山南路79号(近正洪街)中央商场F2层,840,32.045074,118.791963,(025)57798730,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,室内/商场,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00；室内区域是否允许携宠需确认,出发前确认,候选节点
木马公寓(丹凤街店),酒店;公寓式酒店,新街口 步行街,江苏省南京市玄武区丹凤街卫巷1号(珠江路地铁站3号口步行410米),2069,32.057933,118.794397,18261289192,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
吉兆花园,房地产;住宅区,新街口 步行街,南京市玄武区唱经楼西街59号（珠江路地铁站3号口步行200米）,2081,32.058925,118.792168,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
鱼市街小区,房地产;住宅区,新街口 步行街,江苏省南京市玄武区珠江路2-21号(珠江路地铁站4号口步行400米),1982,32.056978,118.794542,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
成贤大厦,房地产;写字楼,新街口 步行街,江苏省南京市玄武区成贤街50号(浮桥地铁站1号口步行110米),2356,32.056257,118.80204,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
成贤公寓,房地产;住宅区,新街口 步行街,南京市玄武区成贤街39号(浮桥地铁站2号口步行210米),2269,32.056084,118.800949,,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
珠江大厦,房地产;写字楼,新街口 步行街,南京市玄武珠江路280号(浮桥地铁站2号口步行390米),2058,32.055231,118.798757,(025)83209798,待确认,低,百度地图 Place API + 轻量关键词规则,未命中明确宠物友好证据,待确认,待确认,高,中,携宠规则需出发前确认；高峰期人流较大，建议全程牵引并避开 16:00-18:00,出发前确认,候选节点
